Comment,sentiment,sentiment_encoded
"language model useful. tool. unfortunately model good making human think smart. use little coding stuff like matplotlib getting something descent tuning later better fron scratch see logical mistake stupid error make realize isnt actually smart. programming considered easier problem llm lot job constrained. need write code. even so, llm cant well enough replace programmers. trajectory architecture clearly wrong. not reach human level intelligence llms. scalling not going it. research like china doing. try improve efficiency instead buying 40 world supply ram.",positive,1
let hope h.r. 4,positive,1
video made ai dumb fake,negative,-1
giggle 1206 got me. dont think ive ever heard crack video.,positive,1
"cure cancer,fix climate change? ai data center cause cancer actually bad climate !!!!!!!!!!!!!!!!!!!!!!!!!!!! full sh..",negative,-1
"ai ready field? seriously, surgery??",positive,1
"everytime phone update turn gemini bixby back on, keep deactivating rolling back updates. arent worth battery drain. im fed ai apps cant uninstall never wanted.",negative,-1
look like theyre measuring llm ability produce picture 3d mesh thats stupid know,positive,1
030 faulure rate??,negative,-1
video informative!,neutral,0
amazing video! great work!,positive,1
650. ai one dark orange.,neutral,0
already pretty negative towards ai still positive,positive,1
look like kermit frog,positive,1
"ai helped go total newb specialized flavor tech work sme multiple domain less three years. newb surpassing folk role 10 years. dont need ai complex agentic tasks, however, dont view ultimate solution every business problem.",negative,-1
really? anyone even minimum professional experience ai isnt surprised all.,positive,1
music video top. notch. love it!,positive,1
remember made video saying wont need jobs.,neutral,0
"450 idea successful task subjective quality mean data already skewed favor ai, still horrible.",positive,1
oh yeah ai video stuff sooo advanced long 2 second clip doesnt connect anything else. fucking garbage,positive,1
"ai never never replace csa model, common sense, ahole!",positive,1
underestimating technology. no idea whats coming,negative,-1
he not called scam altman nothing,positive,1
video made day!,neutral,0
"lol comment section comment, laughed hard one",positive,1
bust come along need human fix vibe coded solution im going make double salary exciting time alive,positive,1
unfortunately wrong end story,negative,-1
"aillm good use case corporate greed caused go unlimited bad regulated. feel like human cannot manage groundbraking thing dont understand properly. think it. atomic age everything nuclear. atom bombs, nuclear reactors, nuclear reactor cars, radioactive izotopes food, plates, watch etc.. u ussr put everything . nature?",negative,-1
"bubble burst dollar cannot support recycled everything ai. everything run ai. google search took millisecond less run ai. spend 2k month various ai honestly awful but want available token computing demand but ive read cost 10x much, even somehow get power hardware right. joke. programmer know anything used ai actually write code know awful. asking explanation m68k assembler dont know? yes itll help me. but wouldve simple google search. no idea whats coming. not agi. former spammer ai fancy bayesian markov models. great certain things. but most? jerk tell u not eat meat bc cow fart not drive car burning quadrillionzilliongajillion time single google query reference needed. remember 1998 thru 2001? remember super bowl commercial around time? compare now. screw all. let burn.",positive,1
